"","cell_line","treatment","time","concentration","cell_count"
"11173","D018T01","-",48,0,13380
"11174","D018T01","-",48,0,9490
"11175","D018T01","-",0,0,7470
"11176","D018T01","-",144,0,11755
"11177","D018T01","-",48,0,16150
"11178","D018T01","-",144,0,13562
"11179","D018T01","-",48,0,12130
"11180","D018T01","-",144,0,11419
"11181","D018T01","-",144,0,10498
"11182","D018T01","-",48,0,15380
"11183","D018T01","-",48,0,14300
"11184","D018T01","-",144,0,10737
"11185","D018T01","-",144,0,11707
"11186","D018T01","-",144,0,10653
"11187","D018T01","-",144,0,10366
"11188","D018T01","-",144,0,10318
"11189","D018T01","-",48,0,15220
"11190","D018T01","-",144,0,11491
"11191","D020T01","-",0,0,5190
"11192","D020T01","-",48,0,10400
"11193","D020T01","-",0,0,6320
"11194","D020T01","-",0,0,6010
"11195","D020T01","-",0,0,5280
"11196","D020T01","-",0,0,5320
"11197","D020T01","-",0,0,5540
"11198","D020T01","-",48,0,11730
"11199","D020T01","-",48,0,14840
"11200","D020T01","-",0,0,5750
"11201","D020T01","-",0,0,5550
"11202","D020T01","-",48,0,8330
"11203","D020T01","-",0,0,5390
"11204","D020T01","-",48,0,11470
"11205","D020T01","-",0,0,4650
"11206","D020T01","-",144,0,15788
"11207","D020T01","-",48,0,10580
"11208","D020T01","-",48,0,13200
"11209","D020T01","-",48,0,10000
"11210","D020T01","-",0,0,5420
"11211","D020T01","-",144,0,13993
"11212","D020T01","-",48,0,11600
"11213","D020T01","-",0,0,5440
"11214","D020T01","-",0,0,5600
"11215","D020T01","-",0,0,6170
"11216","D020T01","-",144,0,13993
"11217","D020T01","-",144,0,13263
"11218","D020T01","-",48,0,12640
"11219","D020T01","-",144,0,21522
"11220","D020T01","-",144,0,14651
"11221","D020T01","-",144,0,12580
"11222","D020T01","-",48,0,12870
"11223","D020T01","-",144,0,14424
"11224","D020T01","-",48,0,11090
"11225","D020T01","-",48,0,14030
"11226","D020T01","-",144,0,19547
"11227","D020T01","-",144,0,17704
"11228","D020T01","-",48,0,13980
"11229","D020T01","-",144,0,14113
"11230","D020T01","-",144,0,13406
"11231","D020T01","-",144,0,15178
"11232","D020T01","-",144,0,17117
"11233","D020T01","-",0,0,5240
"11234","D020T01","-",0,0,5710
"11235","D020T01","-",0,0,5360
"11236","D020T01","-",0,0,5660
"11237","D020T01","-",0,0,5130
"11238","D020T01","-",48,0,11740
"11239","D020T01","-",0,0,4930
"11240","D020T01","-",48,0,9000
"11241","D020T01","-",0,0,4880
"11242","D020T01","-",0,0,6280
"11243","D020T01","-",48,0,13440
"11244","D020T01","-",48,0,10590
"11245","D020T01","-",0,0,5690
"11246","D020T01","-",48,0,11990
"11247","D020T01","-",0,0,5410
"11248","D020T01","-",0,0,5700
"11249","D020T01","-",144,0,13382
"11250","D020T01","-",48,0,11690
"11251","D020T01","-",144,0,17117
"11252","D020T01","-",48,0,11980
"11253","D020T01","-",48,0,12290
"11254","D020T01","-",0,0,5380
"11255","D020T01","-",144,0,15741
"11256","D020T01","-",144,0,13622
"11257","D020T01","-",48,0,14200
"11258","D020T01","-",48,0,12250
"11259","D020T01","-",48,0,12760
"11260","D020T01","-",48,0,15060
"11261","D020T01","-",144,0,18470
"11262","D020T01","-",0,0,6030
"11263","D020T01","-",0,0,5140
"11264","D020T01","-",144,0,14795
"11265","D020T01","-",144,0,14101
"11266","D020T01","-",144,0,16686
"11267","D020T01","-",48,0,10040
"11268","D020T01","-",144,0,12569
"11269","D020T01","-",144,0,13993
"11270","D020T01","-",144,0,19882
"11271","D020T01","-",144,0,12533
"11272","D020T01","-",144,0,13263
"11273","D020T01","-",48,0,13560
"11274","D020T01","-",144,0,13418
"11275","D020T01","-",0,0,5580
"11276","D020T01","-",0,0,5770
"11277","D020T01","-",48,0,13560
"11278","D020T01","-",0,0,5300
"11279","D020T01","-",0,0,5820
"11280","D020T01","-",0,0,4690
"11281","D020T01","-",0,0,6170
"11282","D020T01","-",0,0,6120
"11283","D020T01","-",48,0,10200
"11284","D020T01","-",0,0,5630
"11285","D020T01","-",0,0,4950
"11286","D020T01","-",48,0,10710
"11287","D020T01","-",0,0,5630
"11288","D020T01","-",144,0,16423
"11289","D020T01","-",0,0,5390
"11290","D020T01","-",48,0,10920
"11291","D020T01","-",48,0,12770
"11292","D020T01","-",0,0,5040
"11293","D020T01","-",48,0,13780
"11294","D020T01","-",48,0,10010
"11295","D020T01","-",144,0,13813
"11296","D020T01","-",0,0,6160
"11297","D020T01","-",48,0,10120
"11298","D020T01","-",144,0,13023
"11299","D020T01","-",48,0,11060
"11300","D020T01","-",48,0,13400
"11301","D020T01","-",144,0,16566
"11302","D020T01","-",144,0,12784
"11303","D020T01","-",144,0,17488
"11304","D020T01","-",48,0,11980
"11305","D020T01","-",144,0,13382
"11306","D020T01","-",48,0,14650
"11307","D020T01","-",144,0,21343
"11308","D020T01","-",48,0,12370
"11309","D020T01","-",144,0,14268
"11310","D020T01","-",0,0,5840
"11311","D020T01","-",48,0,15070
"11312","D020T01","-",144,0,19451
"11313","D020T01","-",144,0,13299
"11314","D020T01","-",144,0,18865
"11315","D020T01","-",144,0,16100
"11316","D020T01","-",144,0,14280
"11317","D020T01","-",0,0,5640
"11318","D020T01","-",48,0,12500
"11319","D020T01","-",0,0,5130
"11320","D020T01","-",0,0,5550
"11321","D020T01","-",0,0,6090
"11322","D020T01","-",0,0,6060
"11323","D020T01","-",48,0,12760
"11324","D020T01","-",48,0,13650
"11325","D020T01","-",0,0,5230
"11326","D020T01","-",48,0,11760
"11327","D020T01","-",0,0,5400
"11328","D020T01","-",48,0,9390
"11329","D020T01","-",0,0,5500
"11330","D020T01","-",48,0,10380
"11331","D020T01","-",0,0,5830
"11332","D020T01","-",48,0,12790
"11333","D020T01","-",48,0,11370
"11334","D020T01","-",48,0,12270
"11335","D020T01","-",48,0,13090
"11336","D020T01","-",0,0,4940
"11337","D020T01","-",144,0,13514
"11338","D020T01","-",48,0,11820
"11339","D020T01","-",0,0,5610
"11340","D020T01","-",48,0,12960
"11341","D020T01","-",48,0,13650
"11342","D020T01","-",48,0,13880
"11343","D020T01","-",144,0,14819
"11344","D020T01","-",0,0,5490
"11345","D020T01","-",144,0,14831
"11346","D020T01","-",144,0,17512
"11347","D020T01","-",144,0,14544
"11348","D020T01","-",0,0,6110
"11349","D020T01","-",144,0,20002
"11350","D020T01","-",144,0,14615
"11351","D020T01","-",144,0,15764
"11352","D020T01","-",144,0,14651
"11353","D020T01","-",144,0,15334
"11354","D020T01","-",144,0,22216
"11355","D020T01","-",0,0,5530
"11356","D020T01","-",144,0,14855
"11357","D020T01","-",144,0,19583
"11358","D020T01","-",144,0,13311
"11359","D021T01","-",48,0,5780
"11360","D021T01","-",48,0,6300
"11361","D021T01","-",48,0,7210
"11362","D021T01","-",48,0,7620
"11363","D021T01","-",48,0,8530
"11364","D021T01","-",48,0,7460
"11365","D021T01","-",48,0,7720
"11366","D021T01","-",48,0,7360
"11367","D021T01","-",0,0,6090
"11368","D021T01","-",0,0,5570
"11369","D021T01","-",0,0,5420
"11370","D021T01","-",0,0,6930
"11371","D021T01","-",0,0,5410
"11372","D021T01","-",0,0,7080
"11373","D021T01","-",0,0,5070
"11374","D021T01","-",48,0,7870
"11375","D021T01","-",48,0,7530
"11376","D021T01","-",48,0,7920
"11377","D021T01","-",48,0,6120
"11378","D021T01","-",0,0,4770
"11379","D021T01","-",144,0,8367
"11380","D021T01","-",0,0,6490
"11381","D021T01","-",0,0,6130
"11382","D021T01","-",48,0,6440
"11383","D021T01","-",144,0,9636
"11384","D021T01","-",48,0,5750
"11385","D021T01","-",0,0,5440
"11386","D021T01","-",0,0,5920
"11387","D021T01","-",144,0,8954
"11388","D021T01","-",0,0,5310
"11389","D021T01","-",144,0,8678
"11390","D021T01","-",0,0,5820
"11391","D021T01","-",144,0,8355
"11392","D021T01","-",144,0,10426
"11393","D021T01","-",144,0,8858
"11394","D021T01","-",144,0,9732
"11395","D021T01","-",144,0,7972
"11396","D021T01","-",144,0,11970
"11397","D021T01","-",144,0,8187
"11398","D021T01","-",144,0,8259
"11399","D021T01","-",144,0,7912
"11400","D021T01","-",144,0,9540
"11401","D021T01","-",48,0,6650
"11402","D021T01","-",48,0,7100
"11403","D021T01","-",48,0,7520
"11404","D021T01","-",48,0,7120
"11405","D021T01","-",48,0,5800
"11406","D021T01","-",48,0,5830
"11407","D021T01","-",0,0,6140
"11408","D021T01","-",48,0,7580
"11409","D021T01","-",48,0,7680
"11410","D021T01","-",0,0,6690
"11411","D021T01","-",0,0,5910
"11412","D021T01","-",48,0,6250
"11413","D021T01","-",0,0,5680
"11414","D021T01","-",48,0,6020
"11415","D021T01","-",48,0,7210
"11416","D021T01","-",0,0,5590
"11417","D021T01","-",0,0,6040
"11418","D021T01","-",144,0,8080
"11419","D021T01","-",48,0,7670
"11420","D021T01","-",0,0,5840
"11421","D021T01","-",48,0,5980
"11422","D021T01","-",0,0,7450
"11423","D021T01","-",0,0,6100
"11424","D021T01","-",48,0,6850
"11425","D021T01","-",144,0,11515
"11426","D021T01","-",144,0,7757
"11427","D021T01","-",144,0,9301
"11428","D021T01","-",0,0,5750
"11429","D021T01","-",0,0,6050
"11430","D021T01","-",0,0,6240
"11431","D021T01","-",0,0,6080
"11432","D021T01","-",144,0,8511
"11433","D021T01","-",0,0,5850
"11434","D021T01","-",144,0,8152
"11435","D021T01","-",144,0,10450
"11436","D021T01","-",144,0,9672
"11437","D021T01","-",144,0,8307
"11438","D021T01","-",144,0,10318
"11439","D021T01","-",144,0,8415
"11440","D021T01","-",144,0,8810
"11441","D021T01","-",144,0,9911
"11442","D021T01","-",144,0,8822
"11443","D021T01","-",0,0,5930
"11444","D021T01","-",48,0,6230
"11445","D021T01","-",48,0,7240
"11446","D021T01","-",48,0,6930
"11447","D021T01","-",48,0,6810
"11448","D021T01","-",48,0,5760
"11449","D021T01","-",48,0,6820
"11450","D021T01","-",48,0,9130
"11451","D021T01","-",48,0,5540
"11452","D021T01","-",0,0,6050
"11453","D021T01","-",144,0,9468
"11454","D021T01","-",144,0,8223
"11455","D021T01","-",48,0,7430
"11456","D021T01","-",0,0,4690
"11457","D021T01","-",48,0,5790
"11458","D021T01","-",0,0,5330
"11459","D021T01","-",48,0,5870
"11460","D021T01","-",0,0,6390
"11461","D021T01","-",0,0,5260
"11462","D021T01","-",144,0,8343
"11463","D021T01","-",144,0,8343
"11464","D021T01","-",0,0,5800
"11465","D021T01","-",48,0,7220
"11466","D021T01","-",48,0,7420
"11467","D021T01","-",48,0,6480
"11468","D021T01","-",0,0,5610
"11469","D021T01","-",144,0,7900
"11470","D021T01","-",0,0,7020
"11471","D021T01","-",0,0,5620
"11472","D021T01","-",144,0,8331
"11473","D021T01","-",144,0,11898
"11474","D021T01","-",0,0,6250
"11475","D021T01","-",144,0,10163
"11476","D021T01","-",0,0,5660
"11477","D021T01","-",0,0,5790
"11478","D021T01","-",144,0,8379
"11479","D021T01","-",144,0,9277
"11480","D021T01","-",144,0,9157
"11481","D021T01","-",144,0,9564
"11482","D021T01","-",144,0,10378
"11483","D021T01","-",0,0,5820
"11484","D021T01","-",144,0,7948
"11485","D021T01","-",48,0,7490
"11486","D021T01","-",144,0,8140
"11487","D021T01","-",48,0,7690
"11488","D021T01","-",48,0,6750
"11489","D021T01","-",144,0,7637
"11490","D021T01","-",48,0,7910
"11491","D021T01","-",48,0,3940
"11492","D021T01","-",48,0,7580
"11493","D021T01","-",48,0,5030
"11494","D021T01","-",48,0,7040
"11495","D021T01","-",48,0,7570
"11496","D021T01","-",48,0,5860
"11497","D021T01","-",0,0,5540
"11498","D021T01","-",48,0,7060
"11499","D021T01","-",144,0,7433
"11500","D021T01","-",48,0,6260
"11501","D021T01","-",48,0,6660
"11502","D021T01","-",0,0,5250
"11503","D021T01","-",0,0,5430
"11504","D021T01","-",144,0,7086
"11505","D021T01","-",0,0,6210
"11506","D021T01","-",0,0,5100
"11507","D021T01","-",144,0,8427
"11508","D021T01","-",0,0,5000
"11509","D021T01","-",0,0,5580
"11510","D021T01","-",144,0,9025
"11511","D021T01","-",0,0,6200
"11512","D021T01","-",48,0,4660
"11513","D021T01","-",0,0,5190
"11514","D021T01","-",0,0,5740
"11515","D021T01","-",144,0,7553
"11516","D021T01","-",0,0,5770
"11517","D021T01","-",144,0,10965
"11518","D021T01","-",144,0,8559
"11519","D021T01","-",144,0,11395
"11520","D021T01","-",0,0,5040
"11521","D021T01","-",144,0,9791
"11522","D021T01","-",144,0,7433
"11523","D021T01","-",0,0,4940
"11524","D021T01","-",144,0,8582
"11525","D021T01","-",144,0,8786
"11526","D021T01","-",0,0,5120
"11527","D027T01","-",0,0,6100
"11528","D027T01","-",144,0,19272
"11529","D027T01","-",0,0,6040
"11530","D027T01","-",48,0,12910
"11531","D027T01","-",48,0,13390
"11532","D027T01","-",48,0,14380
"11533","D027T01","-",144,0,18206
"11534","D027T01","-",0,0,6150
"11535","D027T01","-",144,0,17069
"11536","D027T01","-",48,0,16840
"11537","D027T01","-",48,0,13980
"11538","D027T01","-",144,0,20301
"11539","D027T01","-",48,0,14790
"11540","D027T01","-",0,0,6700
"11541","D027T01","-",48,0,15250
"11542","D027T01","-",48,0,18020
"11543","D027T01","-",144,0,17524
"11544","D027T01","-",144,0,18817
"11545","D027T01","-",0,0,5980
"11546","D027T01","-",0,0,6540
"11547","D027T01","-",0,0,5820
"11548","D027T01","-",144,0,21127
"11549","D027T01","-",144,0,21474
"11550","D027T01","-",0,0,6040
"11551","D027T01","-",144,0,20541
"11552","D027T01","-",48,0,11930
"11553","D027T01","-",144,0,18410
"11554","D027T01","-",48,0,15380
"11555","D027T01","-",0,0,6320
"11556","D027T01","-",0,0,7160
"11557","D027T01","-",48,0,15700
"11558","D027T01","-",144,0,21127
"11559","D027T01","-",48,0,15680
"11560","D027T01","-",48,0,15760
"11561","D027T01","-",48,0,13630
"11562","D027T01","-",0,0,6860
"11563","D027T01","-",0,0,7750
"11564","D027T01","-",144,0,19140
"11565","D027T01","-",0,0,6390
"11566","D027T01","-",144,0,20959
"11567","D027T01","-",144,0,22348
"11568","D027T01","-",0,0,6170
"11569","D027T01","-",144,0,16710
"11570","D027T01","-",144,0,18625
"11571","D027T01","-",0,0,6050
"11572","D027T01","-",48,0,14250
"11573","D027T01","-",0,0,6860
"11574","D027T01","-",48,0,11900
"11575","D027T01","-",0,0,6920
"11576","D027T01","-",144,0,16124
"11577","D027T01","-",0,0,6510
"11578","D027T01","-",48,0,11670
"11579","D027T01","-",0,0,6350
"11580","D027T01","-",48,0,11120
"11581","D027T01","-",48,0,7880
"11582","D027T01","-",0,0,6360
"11583","D027T01","-",0,0,6970
"11584","D027T01","-",144,0,18853
"11585","D027T01","-",48,0,7490
"11586","D027T01","-",48,0,6900
"11587","D027T01","-",144,0,19128
"11588","D027T01","-",0,0,6720
"11589","D027T01","-",48,0,15070
"11590","D027T01","-",0,0,7440
"11591","D027T01","-",144,0,21510
"11592","D027T01","-",144,0,23198
"11593","D027T01","-",144,0,20505
"11594","D027T01","-",48,0,16900
"11595","D027T01","-",144,0,15872
"11596","D027T01","-",48,0,15750
"11597","D027T01","-",144,0,18230
"11598","D027T01","-",48,0,14930
"11599","D027T01","-",48,0,17330
"11600","D027T01","-",0,0,6990
"11601","D027T01","-",144,0,19978
"11602","D027T01","-",48,0,10190
"11603","D027T01","-",0,0,7250
"11604","D027T01","-",144,0,19379
"11605","D027T01","-",0,0,8150
"11606","D027T01","-",48,0,11960
"11607","D027T01","-",144,0,21319
"11608","D027T01","-",0,0,7240
"11609","D027T01","-",144,0,21319
"11610","D027T01","-",0,0,7380
"11611","D027T01","-",144,0,20110
"11612","D027T01","-",0,0,6850
"11613","D027T01","-",0,0,6030
"11614","D027T01","-",144,0,19846
"11615","D027T01","-",144,0,19619
"11616","D027T01","-",48,0,13010
"11617","D027T01","-",0,0,6020
"11618","D027T01","-",144,0,18482
"11619","D027T01","-",0,0,5940
"11620","D027T01","-",144,0,18937
"11621","D027T01","-",0,0,5370
"11622","D027T01","-",144,0,18518
"11623","D027T01","-",0,0,5390
"11624","D027T01","-",0,0,5430
"11625","D027T01","-",0,0,6050
"11626","D027T01","-",48,0,15080
"11627","D027T01","-",0,0,7230
"11628","D027T01","-",48,0,13210
"11629","D027T01","-",144,0,20900
"11630","D027T01","-",0,0,7160
"11631","D027T01","-",144,0,21893
"11632","D027T01","-",0,0,8200
"11633","D027T01","-",144,0,19846
"11634","D027T01","-",0,0,6450
"11635","D027T01","-",144,0,21785
"11636","D027T01","-",0,0,6520
"11637","D027T01","-",144,0,20552
"11638","D027T01","-",48,0,13270
"11639","D027T01","-",0,0,6920
"11640","D027T01","-",144,0,23593
"11641","D027T01","-",48,0,11550
"11642","D027T01","-",48,0,14070
"11643","D027T01","-",48,0,11600
"11644","D027T01","-",144,0,19571
"11645","D027T01","-",48,0,14480
"11646","D027T01","-",48,0,13600
"11647","D027T01","-",48,0,12430
"11648","D027T01","-",48,0,11640
"11649","D027T01","-",48,0,13030
"11650","D027T01","-",48,0,15240
"11651","D027T01","-",144,0,21079
"11652","D027T01","-",48,0,14120
"11653","D013T01","-",144,0,14424
"11654","D013T01","-",48,0,11994
"11655","D013T01","-",48,0,11802
"11656","D013T01","-",48,0,13107
"11657","D013T01","-",48,0,11958
"11658","D013T01","-",0,0,7326
"11659","D013T01","-",0,0,8966
"11660","D013T01","-",0,0,5243
"11661","D013T01","-",0,0,6488
"11662","D013T01","-",48,0,15824
"11663","D013T01","-",144,0,15070
"11664","D013T01","-",48,0,14639
"11665","D013T01","-",48,0,13335
"11666","D013T01","-",48,0,13777
"11667","D013T01","-",144,0,14125
"11668","D013T01","-",0,0,7158
"11669","D013T01","-",0,0,6332
"11670","D013T01","-",48,0,12197
"11671","D013T01","-",48,0,11886
"11672","D013T01","-",0,0,5458
"11673","D013T01","-",0,0,6045
"11674","D013T01","-",144,0,13598
"11675","D013T01","-",144,0,14532
"11676","D013T01","-",48,0,14161
"11677","D013T01","-",0,0,8056
"11678","D013T01","-",0,0,5662
"11679","D013T01","-",144,0,16411
"11680","D013T01","-",0,0,6045
"11681","D013T01","-",144,0,14340
"11682","D013T01","-",144,0,14795
"11683","D013T01","-",144,0,13502
"11684","D013T01","-",48,0,13921
"11685","D013T01","-",144,0,13897
"11686","D013T01","-",48,0,14065
"11687","D013T01","-",0,0,6739
"11688","D013T01","-",0,0,6536
"11689","D013T01","-",144,0,14161
"11690","D013T01","-",144,0,14735
"11691","D013T01","-",144,0,15381
"11692","D013T01","-",0,0,7601
"11693","D013T01","-",144,0,15932
"11694","D013T01","-",48,0,13694
"11695","D013T01","-",48,0,13933
"11696","D013T01","-",0,0,7948
"11697","D013T01","-",48,0,12975
"11698","D013T01","-",48,0,13167
"11699","D013T01","-",48,0,14915
"11700","D013T01","-",48,0,13670
"11701","D013T01","-",48,0,13873
"11702","D013T01","-",48,0,13598
"11703","D013T01","-",0,0,6919
"11704","D013T01","-",48,0,12987
"11705","D013T01","-",48,0,12569
"11706","D013T01","-",48,0,13885
"11707","D013T01","-",0,0,6847
"11708","D013T01","-",144,0,13718
"11709","D013T01","-",48,0,12126
"11710","D013T01","-",0,0,7086
"11711","D013T01","-",144,0,13131
"11712","D013T01","-",0,0,8116
"11713","D013T01","-",144,0,12042
"11714","D013T01","-",0,0,5865
"11715","D013T01","-",144,0,11994
"11716","D013T01","-",0,0,7733
"11717","D013T01","-",144,0,11407
"11718","D013T01","-",0,0,7565
"11719","D013T01","-",48,0,12018
"11720","D013T01","-",144,0,11623
"11721","D013T01","-",48,0,13598
"11722","D013T01","-",144,0,12281
"11723","D013T01","-",144,0,12676
"11724","D013T01","-",144,0,12221
"11725","D013T01","-",0,0,7038
"11726","D013T01","-",144,0,12557
"11727","D013T01","-",0,0,8104
"11728","D013T01","-",144,0,12592
"11729","D013T01","-",0,0,6500
"11730","D013T01","-",144,0,12413
"11731","D013T01","-",48,0,14735
"11732","D013T01","-",0,0,6332
"11733","D013T01","-",0,0,8032
"11734","D013T01","-",144,0,13143
"11735","D013T01","-",144,0,11012
"11736","D013T01","-",0,0,7194
"11737","D013T01","-",144,0,11695
"11738","D013T01","-",0,0,5985
"11739","D013T01","-",144,0,12126
"11740","D013T01","-",0,0,6727
"11741","D013T01","-",48,0,13897
"11742","D013T01","-",144,0,12054
"11743","D013T01","-",0,0,6440
"11744","D013T01","-",144,0,14220
"11745","D013T01","-",48,0,15082
"11746","D013T01","-",0,0,7110
"11747","D013T01","-",144,0,13586
"11748","D013T01","-",48,0,12880
"11749","D013T01","-",48,0,13454
"11750","D013T01","-",0,0,7122
"11751","D013T01","-",48,0,14029
"11752","D013T01","-",0,0,7050
"11753","D013T01","-",48,0,13801
"11754","D013T01","-",0,0,6979
"11755","D013T01","-",0,0,6955
"11756","D013T01","-",0,0,6859
"11757","D013T01","-",144,0,12245
"11758","D013T01","-",48,0,14687
"11759","D013T01","-",144,0,12078
"11760","D013T01","-",0,0,7840
"11761","D013T01","-",48,0,14376
"11762","D013T01","-",48,0,14089
"11763","D013T01","-",0,0,7553
"11764","D013T01","-",144,0,13203
"11765","D013T01","-",144,0,13191
"11766","D013T01","-",48,0,13981
"11767","D013T01","-",48,0,13885
"11768","D013T01","-",144,0,12592
"11769","D013T01","-",48,0,14520
"11770","D013T01","-",144,0,12114
"11771","D013T01","-",0,0,6607
"11772","D013T01","-",144,0,11156
"11773","D013T01","-",48,0,13945
"11774","D013T01","-",144,0,14029
"11775","D013T01","-",48,0,13478
"11776","D013T01","-",144,0,12772
"11777","D013T01","-",0,0,7565
"11778","D013T01","-",0,0,8307
"11779","D013T01","-",144,0,11731
"11780","D013T01","-",0,0,8523
"11781","D013T01","-",0,0,8355
"11782","D013T01","-",144,0,12533
"11783","D013T01","-",0,0,7876
"11784","D013T01","-",144,0,11671
"11785","D013T01","-",144,0,12868
"11786","D013T01","-",48,0,11850
"11787","D013T01","-",48,0,12545
"11788","D013T01","-",48,0,13287
"11789","D013T01","-",0,0,7254
"11790","D013T01","-",48,0,14005
"11791","D013T01","-",144,0,11563
"11792","D013T01","-",144,0,18482
"11793","D013T01","-",48,0,14125
"11794","D013T01","-",0,0,6871
"11795","D013T01","-",48,0,14424
"11796","D013T01","-",0,0,7206
"11797","D013T01","-",144,0,12293
"11798","D013T01","-",0,0,5027
"11799","D013T01","-",0,0,7122
"11800","D013T01","-",144,0,11599
"11801","D013T01","-",144,0,14424
"11802","D013T01","-",144,0,12640
"11803","D013T01","-",0,0,7781
"11804","D013T01","-",0,0,7014
"11805","D013T01","-",48,0,14436
"11806","D013T01","-",48,0,14137
"11807","D013T01","-",144,0,12736
"11808","D013T01","-",48,0,13933
"11809","D013T01","-",0,0,6691
"11810","D013T01","-",48,0,14651
"11811","D013T01","-",48,0,14256
"11812","D013T01","-",0,0,7134
"11813","D013T01","-",144,0,12126
"11814","D013T01","-",0,0,8128
"11815","D013T01","-",48,0,12832
"11816","D013T01","-",48,0,13921
"11817","D013T01","-",48,0,14304
"11818","D013T01","-",144,0,12245
"11819","D013T01","-",0,0,7206
"11820","D013T01","-",144,0,11180
"11821","D013T01","-",144,0,13466
"11822","D013T01","-",0,0,6943
"11823","D013T01","-",0,0,7146
"11824","D013T01","-",144,0,12437
"11825","D013T01","-",0,0,8511
"11826","D013T01","-",0,0,6679
"11827","D013T01","-",144,0,12090
"11828","D013T01","-",0,0,7972
"11829","D013T01","-",0,0,5853
"11830","D013T01","-",0,0,7852
"11831","D013T01","-",144,0,12365
"11832","D013T01","-",0,0,6212
"11833","D013T01","-",144,0,12557
"11834","D013T01","-",144,0,12209
"11835","D013T01","-",48,0,12114
"11836","D013T01","-",144,0,12102
"11837","D013T01","-",0,0,6548
"11838","D013T01","-",144,0,12209
"11839","D013T01","-",144,0,12688
"11840","D013T01","-",0,0,7098
"11841","D013T01","-",144,0,13167
"11842","D013T01","-",144,0,13035
"11843","D013T01","-",0,0,6081
"11844","D013T01","-",144,0,12497
"11845","D013T01","-",144,0,14125
"11846","D013T01","-",48,0,13897
"11847","D013T01","-",48,0,11719
"11848","D013T01","-",0,0,5973
"11849","D013T01","-",48,0,13897
"11850","D013T01","-",144,0,11994
"11851","D013T01","-",48,0,12592
"11852","D013T01","-",48,0,13538
"11853","D013T01","-",48,0,14448
"11854","D013T01","-",48,0,14149
"11855","D013T01","-",48,0,15142
"11856","D013T01","-",48,0,14747
"11857","D013T01","-",48,0,15609
"11858","D013T01","-",0,0,6990
"11859","D013T01","-",48,0,12353
"11860","D013T01","-",48,0,13730
"11861","D013T01","-",0,0,7230
"11862","D013T01","-",48,0,14125
"11863","D013T01","-",0,0,7074
"11864","D013T01","-",144,0,12449
"11865","D013T01","-",0,0,6045
"11866","D013T01","-",0,0,7876
"11867","D013T01","-",0,0,7972
"11868","D013T01","-",0,0,8032
"11869","D013T01","-",0,0,7804
"11870","D013T01","-",144,0,12138
"11871","D013T01","-",144,0,11767
"11872","D013T01","-",0,0,8379
"11873","D013T01","-",144,0,11946
"11874","D013T01","-",0,0,7385
"11875","D013T01","-",0,0,7014
"11876","D013T01","-",144,0,12987
"11877","D013T01","-",144,0,11719
"11878","D013T01","-",0,0,8247
"11879","D013T01","-",144,0,12329
"11880","D013T01","-",48,0,13035
"11881","D013T01","-",48,0,14041
"11882","D013T01","-",48,0,11360
"11883","D013T01","-",144,0,11419
"11884","D013T01","-",0,0,6895
"11885","D013T01","-",0,0,8750
"11886","D013T01","-",144,0,13335
"11887","D013T01","-",144,0,12365
"11888","D013T01","-",48,0,13861
"11889","D013T01","-",144,0,12736
"11890","D013T01","-",48,0,15381
"11891","D013T01","-",144,0,12317
"11892","D013T01","-",48,0,13897
"11893","D013T01","-",0,0,6332
"11894","D013T01","-",0,0,8738
"11895","D013T01","-",144,0,12916
"11896","D013T01","-",48,0,13957
"11897","D013T01","-",48,0,15393
"11898","D013T01","-",48,0,12892
"11899","D013T01","-",48,0,11994
"11900","D013T01","-",48,0,11934
"11901","D013T01","-",48,0,14974
"11902","D013T01","-",48,0,14843
"11903","D013T01","-",48,0,15369
"11904","D013T01","-",144,0,12042
"11905","D015T01","-",0,0,7757
"11906","D015T01","-",0,0,7637
"11907","D015T01","-",0,0,8451
"11908","D015T01","-",0,0,8678
"11909","D015T01","-",0,0,8044
"11910","D015T01","-",0,0,6548
"11911","D015T01","-",0,0,7493
"11912","D015T01","-",0,0,8834
"11913","D015T01","-",0,0,7852
"11914","D015T01","-",144,0,9396
"11915","D015T01","-",0,0,8451
"11916","D015T01","-",144,0,10127
"11917","D015T01","-",144,0,9301
"11918","D015T01","-",144,0,11000
"11919","D015T01","-",144,0,9779
"11920","D015T01","-",0,0,8367
"11921","D015T01","-",0,0,7541
"11922","D015T01","-",0,0,7984
"11923","D015T01","-",48,0,11922
"11924","D015T01","-",144,0,9720
"11925","D015T01","-",144,0,9923
"11926","D015T01","-",48,0,12066
"11927","D015T01","-",144,0,10019
"11928","D015T01","-",48,0,12844
"11929","D015T01","-",0,0,8367
"11930","D015T01","-",144,0,9504
"11931","D015T01","-",144,0,10570
"11932","D015T01","-",48,0,13119
"11933","D015T01","-",48,0,12066
"11934","D015T01","-",144,0,12066
"11935","D015T01","-",48,0,12162
"11936","D015T01","-",144,0,10988
"11937","D015T01","-",144,0,10869
"11938","D015T01","-",48,0,13179
"11939","D015T01","-",48,0,11300
"11940","D015T01","-",144,0,10486
"11941","D015T01","-",48,0,12293
"11942","D015T01","-",48,0,10689
"11943","D015T01","-",48,0,11946
"11944","D015T01","-",48,0,11910
"11945","D015T01","-",48,0,10797
"11946","D015T01","-",48,0,11599
"11947","D015T01","-",0,0,8235
"11948","D015T01","-",0,0,8259
